,names  Year (gC/m2/day),1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
38,US-Seg,1.113777539,1.194909111,0.690183636,0.81884615,1.39101749,1.227599014,1.181952961,1.035311401,1.026986316,1.330966255,1.446123252,1.165987944,0.996525305,1.136706197,0.756669977,1.300507771,1.04302626,1.34710781,1.295191428,1.198588917,0.993597103,1.137179709,0.677024552,0.807293964,1.389424552,1.243512964,1.193382311,1.04724231,1.035871306,1.346540585,1.462061788,1.180377698,1.009109162,1.148111848,0.768510732,1.320787576,1.059724223,1.370515866,1.317105207,1.21947624,1.009772404,1.15803609,0.692952085,0.826399883,1.414301654,1.255535722,1.208772212,1.063515277,1.052135144,1.368579727,1.484543342,1.195391007,1.025354317,1.162831469,0.782663112,1.34327616,1.079926494,1.395659257,1.344158552,1.239725932,1.03076852,1.188665847,0.724124638,0.85249912,1.446266301,1.284991475,1.233938503,1.088876912,1.081339202,1.409558565,1.518478832,1.308646746,0.745321553,0.753614765,0.83064145,0.630390623,1.231079478,1.218413804,1.130532008,1.162559202,0.800384709,1.520754017,1.020273004,1.055041943,1.010716806,1.24552674,1.419046777,0.992401348,1.047073924,1.276810042,1.311689813,1.326041134,1.415421794,1.223415263,1.102471338,0.996632244,0.763521444,0.428841706,0.935787667,1.031234586,1.11533293,0.505346775,0.759897696,1.083756007,0.642475814,0.94608477,0.35837295,0.921908366,1.188448902,1.350549789,0.950853547,0.583991623,1.406413719,1.171411104,1.057810702,0.870374092,0.939592677,1.060189971,1.387562509,1.27276135,0.782515464,1.122218523,1.336958758,1.62405873,0.728347646,0.867918529,1.597035457,1.32164683,1.338455273,1.103853692,1.275482743,1.251773016,1.142510968,1.289443214,1.319085743,1.68442292,1.57205916,1.596787437,1.373300906,1.265282976,1.383693602,1.253451482,1.22669973,1.374059251,1.496536025,1.389328717,1.244149424,1.818103025,1.545083497,1.816730705,1.337082124,1.377897484,1.225481183,1.299146976,1.626402463,1.70520837,1.575550702,1.736046571,1.034339118,1.73660519,1.575266926,0.320024539,0.528850866,0.751069924,1.349581365
39,US-Wjs,1.113777539,1.194909111,0.690183636,0.81884615,1.39101749,1.227599014,1.181952961,1.035311401,1.026986316,1.330966255,1.446123252,1.165987944,0.996525305,1.136706197,0.756669977,1.300507771,1.04302626,1.34710781,1.295191428,1.198588917,0.993597103,1.137179709,0.677024552,0.807293964,1.389424552,1.243512964,1.193382311,1.04724231,1.035871306,1.346540585,1.462061788,1.180377698,1.009109162,1.148111848,0.768510732,1.320787576,1.059724223,1.370515866,1.317105207,1.21947624,1.009772404,1.15803609,0.692952085,0.826399883,1.414301654,1.255535722,1.208772212,1.063515277,1.052135144,1.368579727,1.484543342,1.195391007,1.025354317,1.162831469,0.782663112,1.34327616,1.079926494,1.395659257,1.344158552,1.239725932,1.03076852,1.188665847,0.724124638,0.85249912,1.446266301,1.284991475,1.233938503,1.088876912,1.081339202,1.409558565,1.518478832,1.308646746,0.745321553,0.753614765,0.83064145,0.630390623,1.231079478,1.218413804,1.130532008,1.162559202,0.800384709,1.520754017,1.020273004,1.055041943,1.010716806,1.24552674,1.419046777,0.992401348,1.047073924,1.276810042,1.311689813,1.326041134,1.415421794,1.223415263,1.102471338,0.996632244,0.763521444,0.428841706,0.935787667,1.031234586,1.11533293,0.505346775,0.759897696,1.083756007,0.642475814,0.94608477,0.35837295,0.921908366,1.188448902,1.350549789,0.950853547,0.583991623,1.406413719,1.171411104,1.057810702,0.870374092,0.939592677,1.060189971,1.387562509,1.27276135,0.782515464,1.122218523,1.336958758,1.62405873,0.728347646,0.867918529,1.597035457,1.32164683,1.338455273,1.103853692,1.275482743,1.251773016,1.142510968,1.289443214,1.319085743,1.68442292,1.57205916,1.596787437,1.373300906,1.265282976,1.383693602,1.253451482,1.22669973,1.374059251,1.496536025,1.389328717,1.244149424,1.818103025,1.545083497,1.816730705,1.337082124,1.377897484,1.225481183,1.299146976,1.626402463,1.70520837,1.575550702,1.736046571,1.034339118,1.73660519,1.575266926,0.320024539,0.528850866,0.751069924,1.349581365
40,US-Vcp,0.286446574,0.457212276,0.506717121,0.478037774,0.575291298,0.624737885,0.864194941,0.671929418,0.699427708,1.091315902,1.370301002,0.616115446,0.4613329,0.348195517,0.295804805,0.398146955,0.453450625,0.525629696,0.557141731,0.442078031,0.4113002,0.713740177,0.734627984,0.677850332,0.682431471,0.586012282,0.744880564,0.618359262,0.577042379,0.950342943,1.363338945,0.625220908,0.50042392,0.371763435,0.318861171,0.421070396,0.389667085,0.46858424,0.523880328,0.429291698,0.399739376,0.676393026,0.698859229,0.648506044,0.685900133,0.662448367,0.878690941,0.616634185,0.588683652,0.96149523,1.380910897,0.630723414,0.496329442,0.36957859,0.317213414,0.427618592,0.388725045,0.470153956,0.529758303,0.433766492,0.406897478,0.707821356,0.745127919,0.70351949,0.740290256,0.622303106,0.793737295,0.616405194,0.583977103,0.986770474,1.404638149,0.72739162,0.207021227,0.427761977,0.379913498,0.439945849,0.625960902,0.821192897,0.5542534,0.72318229,0.556795144,0.433045383,0.491544985,0.483748438,0.534199266,0.724620693,0.832483049,0.712157525,0.509522395,0.397319628,0.482963667,0.508567843,0.572141651,0.466386049,0.572159484,0.546130995,0.37889742,0.513798187,0.463002443,0.528946967,0.419029285,0.367307029,0.545520938,0.453125067,0.505060009,0.533267248,0.200210797,0.899644206,0.577261732,0.680357604,0.367985742,0.538404837,0.480897849,0.420165807,0.442092082,0.488886092,0.589434717,0.673724755,0.730304988,0.928431469,0.872040857,0.900921142,0.758058118,0.628632944,0.559433317,0.508049301,0.537665235,0.672509079,0.627480545,0.528009696,0.753525708,0.636409197,0.6637232,0.727053227,0.820774496,1.15963123,1.109813235,0.610218939,0.926106435,0.636792437,0.989132513,0.77018446,0.959330703,0.813376282,1.243843232,0.925106714,0.638276667,0.955431782,0.808685492,1.147143265,0.631517534,0.555716619,0.470966871,0.559444648,0.930034928,1.288898564,1.01455156,0.991058791,0.658285576,0.779289736,0.802740307,0.595333783,0.526295882,0.575867273,0.683633498
41,US-Vcm,0.286446574,0.457212276,0.506717121,0.478037774,0.575291298,0.624737885,0.864194941,0.671929418,0.699427708,1.091315902,1.370301002,0.616115446,0.4613329,0.348195517,0.295804805,0.398146955,0.453450625,0.525629696,0.557141731,0.442078031,0.4113002,0.713740177,0.734627984,0.677850332,0.682431471,0.586012282,0.744880564,0.618359262,0.577042379,0.950342943,1.363338945,0.625220908,0.50042392,0.371763435,0.318861171,0.421070396,0.389667085,0.46858424,0.523880328,0.429291698,0.399739376,0.676393026,0.698859229,0.648506044,0.685900133,0.662448367,0.878690941,0.616634185,0.588683652,0.96149523,1.380910897,0.630723414,0.496329442,0.36957859,0.317213414,0.427618592,0.388725045,0.470153956,0.529758303,0.433766492,0.406897478,0.707821356,0.745127919,0.70351949,0.740290256,0.622303106,0.793737295,0.616405194,0.583977103,0.986770474,1.404638149,0.72739162,0.207021227,0.427761977,0.379913498,0.439945849,0.625960902,0.821192897,0.5542534,0.72318229,0.556795144,0.433045383,0.491544985,0.483748438,0.534199266,0.724620693,0.832483049,0.712157525,0.509522395,0.397319628,0.482963667,0.508567843,0.572141651,0.466386049,0.572159484,0.546130995,0.37889742,0.513798187,0.463002443,0.528946967,0.419029285,0.367307029,0.545520938,0.453125067,0.505060009,0.533267248,0.200210797,0.899644206,0.577261732,0.680357604,0.367985742,0.538404837,0.480897849,0.420165807,0.442092082,0.488886092,0.589434717,0.673724755,0.730304988,0.928431469,0.872040857,0.900921142,0.758058118,0.628632944,0.559433317,0.508049301,0.537665235,0.672509079,0.627480545,0.528009696,0.753525708,0.636409197,0.6637232,0.727053227,0.820774496,1.15963123,1.109813235,0.610218939,0.926106435,0.636792437,0.989132513,0.77018446,0.959330703,0.813376282,1.243843232,0.925106714,0.638276667,0.955431782,0.808685492,1.147143265,0.631517534,0.555716619,0.470966871,0.559444648,0.930034928,1.288898564,1.01455156,0.991058791,0.658285576,0.779289736,0.802740307,0.595333783,0.526295882,0.575867273,0.683633498
42,US-WBW,2.879783623,2.857991037,2.77856647,2.733246099,2.615783192,2.636608174,2.82106987,2.876011163,2.961404223,2.757775811,2.68159858,2.71950649,2.680950917,2.839628978,2.736829513,2.772292288,2.755635845,2.942084586,2.849598945,2.954591222,3.048111738,2.875763193,2.804744223,2.742702749,2.618474344,2.636465859,2.820433395,2.893110764,2.972426063,2.745912072,2.684135782,2.733448771,2.722771331,2.867856352,2.744505127,2.801897643,2.751918128,2.937310941,2.833065922,2.927801463,3.089244761,2.828446878,2.855761812,2.753408875,2.598030133,2.629554695,2.799457971,2.950570084,3.025339641,2.713251884,2.677583835,2.748759859,2.838031699,2.923888527,2.74194845,2.88217292,2.76024659,2.937964632,2.835763592,2.926370705,3.198126634,2.828384934,2.987629722,2.848172996,2.681786344,2.743133641,2.92575064,3.087461506,3.141290792,2.850528737,2.828557879,3.022656128,2.888998879,2.944834813,2.901176982,2.762862287,2.699671258,3.096538651,3.08551972,2.933009283,2.739136347,2.908491686,2.964283146,2.954273576,2.93473237,3.061058796,2.490667698,2.978462671,3.067517796,2.98768743,3.056517357,2.874189595,2.942463854,3.021075582,3.062959674,3.085488632,3.146080713,3.206689934,2.971901993,3.199168577,3.148266726,3.098849157,3.089623949,3.047296061,2.90477223,3.194088138,3.05753672,3.096021751,3.292247366,3.15452698,3.00602765,3.527177952,3.125000731,3.260720091,2.944987083,2.99528484,3.462234279,3.220755448,3.516335206,3.518609933,3.442104701,3.614093729,3.431796627,3.514239406,3.616473381,3.404836484,3.32437172,3.337007183,3.394354102,3.676256155,3.423572214,3.259336483,3.654951187,3.441875489,3.644589565,3.639756769,3.561177232,3.280546589,3.317416345,3.405077968,3.969420149,3.547781062,3.677274361,3.486086106,3.671058629,3.627510356,3.718255736,3.799611813,3.721617637,3.598553838,3.783324675,3.83537086,3.727389465,3.937522933,3.791887765,3.776667518,3.872830111,3.284094924,3.406193279,3.468349864,3.997501758,4.150181051,3.911427203,3.747621208,3.969893556
43,US-Bo1,3.033755979,3.133729202,3.016387784,2.313030192,2.475285188,2.843847941,2.786969223,2.935993178,3.188018117,3.454570573,3.10661785,2.362335646,2.790787717,3.270635853,3.24098757,3.163529755,3.075737477,3.356336757,3.276628858,3.313992903,3.169389273,3.18931394,3.297229429,2.277054967,2.545481023,3.215520043,2.906562238,3.214588644,3.32638947,3.665557713,3.259388254,2.463027861,3.105766227,3.503399825,3.470970691,3.29870403,3.316493616,3.459606077,3.394242314,3.47071025,3.28343243,3.292652305,3.508484616,2.3268157,2.658620824,3.415001193,3.070179382,3.388056556,3.490537609,3.838477682,3.396316692,2.494919687,3.236994008,3.666649507,3.62286902,3.437570125,3.414501289,3.509574875,3.509943337,3.579063725,3.346027817,3.385732742,3.624517544,2.374030723,2.723174598,3.515313118,3.128260913,3.338848376,3.536670945,3.957233046,3.481847775,3.692054072,3.394048277,2.95432845,3.570420114,3.435108443,3.568619562,3.758362604,3.751557546,3.822828663,2.993232871,3.058217283,3.046188213,2.911698741,2.647615269,3.587358808,2.241795604,2.825984441,3.487914307,3.757980236,3.313877945,2.998332808,3.461293739,3.420708448,3.384210439,3.690482697,3.918418648,3.612784127,3.488833455,3.501255859,3.798228591,3.753325923,3.7532216,3.341277302,3.418963819,3.657521097,3.877659038,3.888658783,3.830982766,3.194334992,3.619457949,3.674035272,3.78366868,3.312714095,3.580626958,3.915489462,3.161789292,3.21315242,3.603922012,3.746285137,3.837469003,3.833093875,3.231795766,3.493270619,3.646751833,3.974158223,3.541330626,3.697744863,3.659707078,3.816219294,3.382511461,3.818884223,3.880726318,3.384346423,3.219258541,3.739395636,3.991068755,3.928459632,2.279932774,3.397562121,3.664342524,3.60813377,3.804909823,3.675534405,3.750751839,3.619083577,3.724458374,3.586448113,3.903044783,3.805354064,3.901965924,3.889339947,3.724150142,3.564036804,4.249187708,3.107617231,3.587939651,3.773277769,3.744053268,4.093779267,3.980706962,3.615042727,2.681682543,3.473741628,4.146265601
44,US-IB1,2.788634323,2.651944652,2.749282197,2.607180191,2.602497184,2.714122052,2.468526546,2.509852084,2.774419132,2.767293954,2.736514606,2.062155849,2.607900839,2.93145427,2.975658146,3.010551859,2.914838454,2.890052112,3.022187471,2.951611843,2.798212314,2.787341413,3.012709923,2.741185082,2.804192638,2.958715007,2.612249824,2.707572874,2.9097557,2.8872923,2.883025719,2.157125693,2.87237889,3.14245721,3.171511521,3.196891887,3.074298017,3.032998635,3.142747513,3.133788961,2.879393185,2.927283821,3.19077369,2.885978176,2.960000951,3.103797071,2.748530368,2.824886372,3.035387551,3.010722147,2.996294725,2.131856857,2.955970507,3.271227763,3.300608098,3.332022363,3.184331342,3.123256951,3.248619861,3.245440434,2.816317437,2.893224923,3.266401879,3.012034827,3.071669784,3.18205576,2.840671853,2.893428029,3.123008328,3.105721263,3.063043062,2.976072733,3.022290973,2.85254474,3.111042494,3.217710989,3.054123609,2.641771505,3.260626551,3.255114392,3.404565903,2.887128488,2.693935163,2.639916405,1.813953041,2.817477409,2.257544971,2.785744806,3.22901775,3.183955966,3.304237302,3.163376182,3.52955747,3.184888475,3.184882541,3.365927358,3.115892393,3.003125043,2.999704956,3.159378224,3.141304279,3.408489927,3.327889074,3.216018873,3.450691809,3.504881682,3.438040046,3.646713527,3.468148104,3.427142411,3.428369667,3.10133626,2.87813498,2.871076099,3.385770579,3.399836185,2.713580176,3.1327459,3.370410929,3.386525835,3.513502429,3.075784631,3.121359193,3.430628401,3.210511546,3.288407202,2.803199512,3.056042785,3.376733793,3.605222891,3.397804744,3.46856621,3.629890754,3.33727909,3.207615412,3.339717381,3.563710506,3.600825738,2.048418325,3.130221286,3.423213343,3.055719834,3.261035922,3.329439836,3.531492176,3.481547992,3.550303351,3.015871736,3.491170474,3.574463056,3.662598474,3.517598769,3.451262867,2.940259722,3.345791584,2.600802669,3.11094782,3.691699827,3.558882485,3.817999297,3.7621557,3.711261132,3.077217066,3.173340868,3.612190261
45,US-Ro1,2.306194618,2.400037529,2.773207205,2.8263245,2.790411235,2.753107161,2.518008632,2.462420602,2.777663075,2.792475573,2.81137004,2.550050474,2.730109114,2.8191573,2.796291575,2.931912692,2.88136054,2.690672207,2.987668931,2.645040474,2.250070367,2.402596382,2.834984664,2.843009365,2.841089915,2.818323467,2.565963046,2.537085322,2.828487915,2.823877273,2.860050794,2.588061107,2.82108032,2.911567475,2.874860429,2.996449347,2.943907875,2.747586509,3.04275836,2.750096319,2.198086258,2.470676424,2.976199022,2.936591663,2.966741292,2.935646431,2.662082587,2.654199503,2.916079195,2.915710829,2.957301019,2.570471414,2.693124929,2.963311284,2.992872748,3.107921233,3.034894111,2.81890998,3.123106487,2.857787977,2.119207581,2.527366889,3.104214508,3.051380712,3.09975858,3.037340109,2.766040916,2.769269832,3.017379469,3.022923626,3.059854573,2.782185849,2.984391312,2.461627227,2.535438938,2.691207373,2.734825202,2.629515525,2.729240401,2.692849064,2.364776157,2.298337402,2.195259733,1.923231393,1.623037775,2.222917887,1.649144746,2.105218834,2.759669211,2.811329906,2.850315501,2.68989263,3.164113029,3.006738742,3.079653986,3.104435724,3.099693095,2.979690936,2.96160072,2.70158048,2.76495686,2.923620431,3.19341352,3.19362999,3.148258722,3.224379468,3.181259483,3.352638682,3.136981633,2.932158507,3.166069696,2.973058081,3.179552916,2.531550064,2.994103492,3.162090258,3.309877564,3.343403437,3.387427688,3.276844714,3.325045885,3.319060034,3.072116606,3.436088175,2.87796179,3.072407289,2.60217736,3.133896489,3.334610435,3.377466233,3.047982277,3.510784718,3.35495209,3.225762571,3.462981193,3.521991733,3.554627486,3.397450142,2.505825086,3.099053541,3.62765374,3.506037997,3.427559009,3.361727203,3.690971324,3.427290252,3.466802686,2.980973849,3.711426669,3.666469303,3.510788424,3.520705359,3.393223369,2.898537889,3.116101342,3.259572658,3.528404423,3.556334756,3.464613982,3.695149623,3.754288133,3.529891794,3.838273292,3.329287772,3.540210112
46,US-UMd,1.305391997,1.276321068,1.242444328,1.292338102,1.142324572,1.369770322,1.23918275,1.195303249,1.331345699,1.245087092,1.236793001,1.27745993,1.419550216,1.331329812,1.270549477,1.300426828,1.208403226,1.10284624,1.290690174,1.187177988,1.269874752,1.266425307,1.243405362,1.297689887,1.144303572,1.376825423,1.245808312,1.205117417,1.339600988,1.249607069,1.249570333,1.292622598,1.43491632,1.346142957,1.284854359,1.315776678,1.220966237,1.119503857,1.310756044,1.204902167,1.288092183,1.28665086,1.26516885,1.321113162,1.165192494,1.402322328,1.2696381,1.226825513,1.360591651,1.26536704,1.270370913,1.314051368,1.456405306,1.363218305,1.301851421,1.333480677,1.233358538,1.136850604,1.332215423,1.222981762,1.306806315,1.307389531,1.286003564,1.345092112,1.185928219,1.429660466,1.294504213,1.252419294,1.38725236,1.291984889,1.29973806,1.293610736,1.323588205,1.295775452,1.390109268,1.294079803,1.258663283,1.367167387,1.204153856,1.379151715,1.41657535,1.405171718,1.362564237,1.301029521,1.260417491,1.251899447,1.284737014,1.250728678,1.391956693,1.31030375,1.372244905,1.36286079,1.402334706,1.296579222,1.340073618,1.415427907,1.52711329,1.355591865,1.458861443,1.446959272,1.268356752,1.350617965,1.416588458,1.4291627,1.362412886,1.338163718,1.386503299,1.478934888,1.392181379,1.416145406,1.465487546,1.520559094,1.488269327,1.507789684,1.488014103,1.38055021,1.358047325,1.454112474,1.474711313,1.505524649,1.453229271,1.474941938,1.362757038,1.666602084,1.519037519,1.531150779,1.544040649,1.545441218,1.402576136,1.466151636,1.412183276,1.529297237,1.394560181,1.458441574,1.5211788,1.492474769,1.613157808,1.569385805,1.543247218,1.452046353,1.586306413,1.525740172,1.373789244,1.521812743,1.637282884,1.589117094,1.545537232,1.58718547,1.638369251,1.64577063,1.705056106,1.685906777,1.591975756,1.660686162,1.64855882,1.705779479,1.717824626,1.569654646,1.658768859,1.709268039,1.837830751,1.725013766,1.784256178,1.617953644,1.615005164
47,US-SP1,3.521128296,3.542099673,3.516793935,3.553781479,3.451300337,3.385753238,3.456463982,3.439394066,3.426027838,3.508241447,3.466870534,3.45945272,3.50836766,3.536333631,3.44166547,3.562210622,3.497903011,3.47294985,3.413138082,3.479773256,3.419861782,3.501954155,3.504302149,3.546502739,3.446253802,3.387071974,3.461463656,3.444913536,3.437857598,3.525454104,3.488718528,3.484878581,3.530141278,3.564861674,3.464821106,3.591454886,3.528674864,3.499100091,3.435496664,3.504331459,3.445079563,3.525699236,3.532529243,3.572031633,3.462626501,3.403867566,3.47538089,3.449645212,3.444108153,3.528976298,3.489973822,3.476412165,3.499641601,3.527742416,3.404169877,3.505222416,3.423304178,3.370494717,3.274228245,3.353972454,3.305339132,3.384354076,3.393033249,3.427521323,3.317589533,3.268478849,3.345679359,3.314431651,3.328668627,3.411907553,3.383791035,3.446600931,3.461058928,3.524171136,3.4118647,3.448121238,3.374375276,3.391888268,3.451147734,3.576657474,3.521208002,3.402079758,3.401305244,3.522430568,3.589559712,3.50955387,3.428190775,3.456500011,3.493350498,3.570033859,3.450667988,3.413968899,3.35683266,3.413613519,3.520599044,3.352661393,3.534870505,3.434637598,3.547208784,3.558575496,3.525458282,3.447384312,3.416345024,3.427715482,3.398179515,3.295917965,3.447337281,3.577697145,3.435933322,3.571559627,3.504779223,3.537823567,3.406769538,3.395011797,3.408934374,3.450208384,3.473676783,3.45944202,3.36321489,3.441273406,3.473719793,3.489709635,3.592493456,3.53217478,3.52035145,3.550456234,3.515884577,3.269273283,3.440808604,3.496971651,3.527547602,3.365880781,3.576509115,3.485712974,3.571166843,3.52978633,3.449825947,3.515136885,3.491002649,3.544995922,3.64762989,3.648413153,3.618051988,3.57101868,3.635388042,3.677293341,3.709484551,3.848362484,3.723518581,3.663087836,3.562595679,3.78218931,3.762108955,4.005465045,3.906177526,4.078367997,3.912064555,3.715514964,3.856972663,4.022303228,3.977158009,3.866914229,4.002644771,4.200840503,4.240602457
